fips,Percent-of-Population-Under-15-(2017-2021),Percent-of-Population-Aged-15-to-64-(2017-2021),Percent-of-Population-65+-(2017-2021),Percent-of-Population-White-(non-Hispanic)-(2017-2021),Percent-of-Populaiton-Black-(non-Hispanic)-(2017-2021),Percent-of-Population-Hispanic-or-Latino-(2017-2021),Percent-of-Population-Asian-(non-Hispanic)-(2017-2021),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2017-2021),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2017-2021),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2017-2021),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2017-2021),Poverty-Rate-(2017-2021),Median-Household-Income-(2017-2021),Unemployment-Rate-(2017-2021),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2017-2021),%-of-households-with-broadband-internet-connection-(2017-2021),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2017-2021),Percent-of-Popualtion-Employed-in-Construction-(2017-2021),Percent-of-Popualtion-Employed-in-Manufacturing-(2017-2021),Percent-of-Popualtion-Employed-in-Trade-Transporation-and-Utilities-(2017-2021),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2018-2021
8075,0.1697,0.6572,0.1731,0.7508,0.0089,0.1743,0.0067,0.0059,0.0092,0.9143,0.2027,0.1124,50998,0.0343,0.1157,0.8576,0.0591,0.036,0.0368,0.2184,1,1,9.15,Rural,4,3,2,4,3,36.75626005
8077,0.1781,0.628,0.1939,0.8025,0.0069,0.1495,0.0113,0.0057,0.0007,0.9155,0.293,0.1188,62127,0.0563,0.1159,0.8871,0.0372,0.0739,0.0496,0.2095,7,3,14.85,Urban,2,2,2,2,2,40.72793096
8079,0.1222,0.6511,0.2267,0.9156,0.0126,0.0139,0.0227,0.0013,0,0.9791,0.5627,0.1196,55556,0.0451,0.1076,0.9041,0,0.0206,0,0.1234,0,0,0,Rural,1,3,1,1,1,0
8081,0.2116,0.6402,0.1482,0.7911,0.0035,0.1633,0.0017,0.0134,0,0.9198,0.1884,0.1768,58583,0.0452,0.1155,0.8616,0.1027,0.0462,0.0127,0.2661,4,1,46.03,Rural,3,3,3,3,3,75.52870091
8083,0.1784,0.5948,0.2268,0.7149,0.0096,0.1294,0.0067,0.1043,0,0.9088,0.3,0.1221,58335,0.0507,0.1554,0.7783,0.0206,0.0401,0.042,0.209,3,1,7.69,Rural,2,2,3,3,2,34.72758142
8085,0.176,0.5855,0.2385,0.7515,0.0025,0.2083,0.0071,0.0075,0.0014,0.8878,0.2646,0.1156,57225,0.0527,0.1085,0.8145,0.0195,0.0835,0.0798,0.2203,0,0,7.34,Rural,2,1,3,2,2,25.98752599
8087,0.219,0.6294,0.1516,0.572,0.031,0.3659,0.0021,0.0021,0.0034,0.8072,0.1752,0.1196,62914,0.0431,0.0987,0.8881,0.0947,0.0488,0.2434,0.1576,2,1,10.61,Rural,3,3,3,3,3,31.17638908
8089,0.1935,0.6013,0.2053,0.5119,0.0128,0.4259,0.008,0.0028,0.0002,0.8784,0.1897,0.2197,45826,0.0628,0.1712,0.7612,0.0373,0.0321,0.0861,0.1797,2,2,16.27,Rural,3,4,4,3,3,96.43718189
8091,0.107,0.5812,0.3118,0.9214,0.0103,0.0202,0.0016,0.0054,0.0004,0.9862,0.4624,0.044,67228,0.0357,0.1008,0.8956,0.0661,0.0892,0.048,0.1181,0,0,0,Rural,1,1,1,1,1,41.2371134
8093,0.123,0.6662,0.2108,0.8797,0.0027,0.0657,0.0098,0.0051,0,0.9746,0.3309,0.0626,77775,0.0438,0.0799,0.8983,0.0142,0.1194,0.0433,0.1596,0,2,0,Urban,2,2,1,2,1,34.51449609
8095,0.2511,0.5824,0.1666,0.6765,0,0.3149,0.0038,0,0,0.8677,0.2604,0.1353,50951,0.0114,0.1251,0.7464,0.2105,0.0247,0.0112,0.1933,1,1,0,Rural,1,3,3,2,2,44.47409384
8097,0.137,0.6699,0.1931,0.8083,0.0011,0.1056,0.0228,0.001,0,0.9751,0.6235,0.0523,92708,0.0273,0.0804,0.9399,0.0077,0.0422,0.007,0.1048,1,0,17.1,Rural,1,3,1,1,1,34.34262492
8099,0.2127,0.6104,0.1769,0.5732,0.0088,0.3907,0.0047,0.005,0,0.8217,0.1688,0.1729,44984,0.039,0.1736,0.8168,0.1116,0.0296,0.0741,0.1916,2,1,24.75,Rural,3,4,3,3,3,33.42804613
8101,0.1852,0.6303,0.1845,0.5087,0.016,0.4351,0.0071,0.0059,0.0003,0.9053,0.2366,0.1716,53430,0.0672,0.1722,0.8249,0.0093,0.059,0.0712,0.1875,10,7,20.97,Urban,3,3,3,4,3,51.95487689
8103,0.2114,0.6313,0.1574,0.8305,0.0031,0.1072,0.0009,0.0115,0,0.9147,0.2386,0.1152,58239,0.0704,0.0867,0.8734,0.1834,0.0639,0.0148,0.1128,1,0,15.02,Rural,2,2,1,2,1,30.79291763
8105,0.1839,0.6111,0.205,0.5125,0.0015,0.4448,0.0006,0.0125,0.0006,0.8909,0.289,0.1392,50287,0.0718,0.1518,0.7344,0.2054,0.0272,0.041,0.1912,2,3,17.21,Rural,2,2,3,2,2,104.5660509
8107,0.1416,0.6936,0.1648,0.8514,0.003,0.0702,0.0116,0.0014,0.0004,0.9667,0.5081,0.0864,83725,0.0248,0.0627,0.9154,0.0274,0.0845,0.0096,0.1593,3,1,29.19,Rural,1,2,1,1,1,32.12980441
8109,0.1614,0.5894,0.2492,0.5833,0.0122,0.3597,0.0118,0.0129,0,0.8666,0.2546,0.165,48413,0.1065,0.1474,0.7379,0.2358,0.0232,0.0323,0.1454,1,1,15.99,Rural,3,2,2,3,2,31.40210394
8111,0.1232,0.6289,0.2479,0.8281,0,0.1619,0,0,0,0.9658,0.4216,0.1418,63333,0.0691,0.0118,0.8006,0,0,0,0.1579,0,0,0,Rural,1,1,2,2,1,0
8113,0.1408,0.7018,0.1575,0.8507,0.0024,0.1117,0.0079,0.0098,0,0.9829,0.5993,0.0937,70965,0.0359,0.0399,0.8676,0.0073,0.0768,0.0263,0.1122,0,0,25.75,Rural,1,3,1,1,1,37.11034142
8115,0.2107,0.5547,0.2346,0.7588,0.0061,0.1952,0.0081,0.0016,0,0.8874,0.2241,0.1675,44405,0.0428,0.1761,0.8059,0.1297,0.0191,0.0511,0.1371,1,1,0,Rural,1,3,2,2,2,40.66693778
8117,0.1371,0.7185,0.1444,0.7966,0.0017,0.1468,0.0119,0.0031,0.0041,0.9454,0.5281,0.068,93505,0.0325,0.0544,0.9263,0.0052,0.0615,0.0114,0.1575,2,0,10.25,Rural,1,3,1,1,1,28.99297726
8119,0.1387,0.6371,0.2242,0.8568,0.0077,0.074,0.0056,0.0024,0.0002,0.9784,0.3697,0.0755,68677,0.0441,0.1141,0.9146,0,0.0511,0,0.1625,0,2,8.52,Urban,2,3,1,2,2,60.95826391
8121,0.1823,0.6111,0.2067,0.8593,0.0132,0.1086,0.0037,0,0.0002,0.9142,0.2211,0.114,54141,0.0311,0.074,0.8361,0.1409,0.0047,0.0057,0.2259,1,1,0,Rural,2,3,3,3,3,41.37360364
8123,0.218,0.6609,0.1211,0.643,0.012,0.3003,0.0163,0.002,0.0011,0.8809,0.2948,0.0969,80843,0.0493,0.091,0.896,0.1023,0.1045,0.1253,0.1733,3,0,7.19,Urban,3,1,1,3,2,48.69364563
8125,0.2344,0.586,0.1796,0.7302,0.0058,0.2493,0,0.0042,0,0.8748,0.2351,0.145,56327,0.0601,0.08,0.8139,0.236,0.0628,0.023,0.1828,2,2,19.7,Rural,2,3,2,1,2,30.1689461
9001,0.1821,0.6596,0.1583,0.5977,0.107,0.2053,0.054,0.0009,0.0004,0.9019,0.4921,0.0919,101194,0.0635,0.0749,0.9119,0.0012,0.0325,0.0742,0.1726,42,42,12.53,Urban,1,2,1,2,1,76.21967158
9003,0.1719,0.6581,0.17,0.5902,0.129,0.1882,0.0566,0.0012,0.0002,0.9031,0.3922,0.1095,80320,0.0581,0.0951,0.8795,0.0019,0.0325,0.1064,0.1688,26,39,18.64,Urban,2,2,1,3,1,140.1012201
9005,0.1439,0.642,0.2142,0.8646,0.0161,0.0713,0.019,0.0006,0,0.9389,0.3619,0.078,84797,0.0596,0.1048,0.8998,0.0085,0.0589,0.1497,0.1861,13,14,7.02,Rural,2,1,1,2,1,140.9477521
9007,0.1389,0.6559,0.2052,0.8219,0.0471,0.0667,0.0325,0.0008,0,0.9499,0.4362,0.0643,90833,0.0468,0.0853,0.8868,0.0044,0.0398,0.1459,0.1762,6,6,14.6,Urban,1,1,1,2,1,121.5303097
9009,0.1649,0.6618,0.1733,0.6079,0.1269,0.192,0.0403,0.0007,0.0002,0.9032,0.3665,0.1147,75043,0.0671,0.0922,0.8691,0.0026,0.0386,0.0815,0.191,44,38,22.65,Urban,2,2,1,3,2,151.257414
9011,0.1589,0.6577,0.1834,0.7397,0.0519,0.1145,0.0404,0.0045,0.0001,0.9304,0.3456,0.087,79040,0.0515,0.0984,0.898,0.0103,0.0306,0.1437,0.1722,16,9,14.7,Urban,2,1,1,3,2,148.9980716
9013,0.1388,0.7018,0.1594,0.827,0.0288,0.0602,0.0483,0.0009,0,0.9482,0.4282,0.097,88525,0.0466,0.0829,0.9103,0.0049,0.0449,0.0291,0.1621,5,5,10.55,Urban,2,2,1,3,2,93.92486011
9015,0.1606,0.6728,0.1666,0.8111,0.0192,0.1248,0.0136,0.0011,0.0001,0.8943,0.2441,0.1133,71418,0.0686,0.118,0.8709,0.0032,0.011,0.1575,0.2187,9,7,11.1,Urban,4,2,1,4,2,151.0690712
10001,0.1914,0.6367,0.1718,0.5965,0.2521,0.0753,0.0207,0.0037,0.0002,0.8882,0.2569,0.1325,63715,0.0555,0.1449,0.8856,0.0022,0.0398,0.0441,0.1968,11,9,13.41,Urban,3,2,2,3,2,141.0499894
10003,0.1776,0.6652,0.1572,0.5548,0.2471,0.1053,0.0575,0.0012,0.0004,0.9237,0.3755,0.1058,78428,0.0595,0.0985,0.9084,0.0003,0.049,0.0157,0.1684,25,19,17.03,Urban,1,2,1,2,1,166.0886734
10005,0.1546,0.5626,0.2828,0.7461,0.1097,0.0938,0.013,0.0031,0.0002,0.8964,0.304,0.1209,68886,0.0505,0.1092,0.8616,0.0102,0.0647,0.123,0.1973,7,6,12.78,Urban,3,1,3,2,2,148.2620864
11001,0.1603,0.718,0.1218,0.3665,0.4387,0.1127,0.0403,0.0015,0.0004,0.9222,0.614,0.1544,93547,0.0708,0.0917,0.8718,0,0.0161,0.001,0.0416,28,18,22.15,Urban,1,2,1,2,1,136.1332877
12001,0.1529,0.7036,0.1436,0.6003,0.1956,0.105,0.0593,0.0021,0.0005,0.9318,0.4518,0.2012,53314,0.0482,0.0882,0.8698,0.0077,0.0423,0.0323,0.1527,9,4,17.54,Urban,1,3,1,3,1,28.60546545
12003,0.1928,0.6623,0.1449,0.7855,0.1218,0.029,0.0033,0.0032,0.0004,0.8582,0.1519,0.1167,63860,0.0508,0.1344,0.8095,0.0023,0.0462,0.011,0.3249,0,2,7.32,Urban,4,4,3,3,4,74.99196515
12005,0.1763,0.6471,0.1765,0.7533,0.1031,0.0688,0.0218,0.0024,0.0012,0.9008,0.2559,0.1293,60473,0.0463,0.1806,0.8921,0.0037,0.0738,0.0408,0.1991,8,1,16.26,Urban,3,2,3,3,2,92.62117938
12007,0.1651,0.6593,0.1756,0.7222,0.1899,0.0456,0.0084,0.003,0,0.8198,0.1178,0.1945,48803,0.05,0.1535,0.8099,0.0391,0.0534,0.0346,0.2472,2,2,3.71,Rural,5,5,4,4,5,57.29017474
12009,0.1505,0.6143,0.2353,0.7279,0.0913,0.1101,0.0238,0.0014,0.0007,0.9249,0.3168,0.106,63632,0.0478,0.1288,0.8995,0.0012,0.0686,0.1233,0.1685,15,7,9.63,Urban,2,1,2,3,2,168.5580969
12011,0.1758,0.6575,0.1667,0.3416,0.2762,0.3089,0.0353,0.0016,0.0005,0.8997,0.3428,0.1238,64522,0.0599,0.0742,0.8829,0.0011,0.0592,0.0344,0.2274,54,37,10.68,Urban,2,2,1,2,1,78.88135283
12013,0.1706,0.6501,0.1793,0.7576,0.1197,0.0604,0.0053,0.0115,0,0.7767,0.1002,0.182,38098,0.0345,0.209,0.7382,0.0419,0.0747,0.0022,0.1784,0,0,13.75,Rural,5,4,5,4,5,36.06722932
12015,0.0968,0.5047,0.3985,0.8299,0.0531,0.0781,0.0133,0.0022,0.0005,0.9175,0.2449,0.1051,57887,0.0538,0.1687,0.8832,0.0088,0.0873,0.0168,0.2365,3,3,13.56,Urban,3,1,3,2,2,47.06849819
12017,0.1229,0.5171,0.3601,0.8691,0.0235,0.0617,0.0167,0.0018,0.0002,0.899,0.1939,0.1489,48664,0.077,0.172,0.8648,0.0051,0.0898,0.0159,0.2196,4,2,6.41,Urban,3,1,4,3,3,135.6262509
12019,0.1891,0.6524,0.1584,0.7084,0.107,0.1051,0.0286,0.001,0.0002,0.9192,0.268,0.0958,74059,0.0479,0.1188,0.9381,0.0027,0.081,0.0271,0.2013,5,4,7.99,Urban,3,1,2,3,2,101.7068255
12021,0.1403,0.5392,0.3205,0.6181,0.0655,0.2853,0.0147,0.001,0,0.8948,0.3788,0.106,75543,0.0418,0.0687,0.8866,0.0212,0.1138,0.0302,0.1867,6,5,8.33,Urban,2,1,2,1,1,74.03493054
12023,0.1825,0.6293,0.1881,0.7086,0.1743,0.0663,0.0101,0.0009,0.0003,0.8648,0.1541,0.1436,47750,0.0817,0.1924,0.8316,0.0084,0.0403,0.0862,0.2123,1,1,16.13,Rural,4,2,5,3,3,66.41160759
12027,0.1517,0.6308,0.2175,0.54,0.1227,0.3191,0.0012,0.0018,0.0002,0.7479,0.1274,0.2532,39945,0.0944,0.1501,0.698,0.1233,0.0745,0.0368,0.2714,0,0,0,Rural,5,3,4,4,4,32.32726952
12029,0.1477,0.6226,0.2297,0.8337,0.0733,0.0434,0.0025,0.0013,0.0004,0.809,0.1085,0.1573,44287,0.0491,0.2313,0.734,0.0449,0.046,0.171,0.1589,1,1,6.22,Rural,5,3,5,4,4,35.92599246
12031,0.192,0.6664,0.1416,0.5085,0.2901,0.1063,0.0469,0.0014,0.0006,0.905,0.3151,0.1446,59541,0.0511,0.1101,0.8747,0.0011,0.0651,0.048,0.2185,21,19,14.99,Urban,2,2,2,3,2,147.8915286
12033,0.177,0.6547,0.1683,0.6326,0.2162,0.06,0.0301,0.0021,0.0013,0.906,0.2739,0.1454,56605,0.0628,0.1433,0.861,0.0018,0.0621,0.0414,0.1805,4,6,6.46,Urban,2,2,3,3,2,116.6773307
12035,0.1363,0.5596,0.3041,0.7378,0.0969,0.1094,0.0231,0.0016,0.001,0.9232,0.2722,0.1106,62305,0.0365,0.1107,0.778,0.0107,0.0763,0.03,0.1873,2,1,10.69,Urban,3,1,2,3,2,86.04945209
12037,0.1308,0.6329,0.2363,0.7601,0.1242,0.0585,0.0032,0,0,0.7889,0.2111,0.1909,52679,0.0952,0.1682,0.8278,0.0026,0.0604,0.0134,0.1831,1,1,8.54,Rural,3,4,5,2,3,32.70111184
12039,0.1819,0.6371,0.181,0.3227,0.5522,0.1073,0.0023,0.0012,0.0003,0.8078,0.196,0.2424,42661,0.0399,0.1671,0.6755,0.2284,0.0724,0.0648,0.1628,1,2,2.17,Urban,3,4,4,3,4,20.3467999
12041,0.1568,0.6436,0.1996,0.855,0.0476,0.0628,0.0028,0.0003,0.0001,0.8631,0.1253,0.122,50983,0.0387,0.1339,0.7452,0.132,0.0678,0.0768,0.1105,0,1,5.87,Urban,4,1,3,3,3,33.78568613
12043,0.1175,0.6104,0.2721,0.5884,0.1329,0.2167,0.0057,0.0397,0,0.6942,0.1342,0.1987,38088,0.0906,0.1276,0.6905,0.2218,0.0817,0.0767,0.1626,0,0,0,Rural,5,4,4,5,5,98.49790692
12045,0.1315,0.6391,0.2294,0.7882,0.1402,0.038,0.0047,0.0009,0,0.8674,0.2305,0.0982,53812,0.0414,0.2006,0.8186,0.0237,0.0939,0.0165,0.1891,0,1,6.31,Urban,3,3,3,3,3,32.88391976
12047,0.1622,0.6632,0.1746,0.5415,0.3295,0.1021,0.0035,0.0051,0,0.7592,0.0905,0.2639,39346,0.1135,0.1415,0.6697,0.0734,0,0,0.1574,0,1,0,Rural,5,5,5,5,5,35.78329636
12049,0.2203,0.6157,0.164,0.4597,0.0563,0.4427,0.0116,0.0005,0.0004,0.7624,0.1024,0.2623,41395,0.0662,0.1083,0.6856,0.2027,0.0503,0.0482,0.1499,1,1,3.66,Rural,5,4,3,5,4,39.01373283
12051,0.2245,0.641,0.1345,0.306,0.1056,0.5512,0.0097,0.0146,0,0.6932,0.0848,0.2589,38843,0.0611,0.1045,0.8007,0.2953,0.0719,0.0336,0.1562,0,0,0,Rural,5,4,3,5,4,70.9957149
12053,0.1514,0.5798,0.2688,0.7542,0.0482,0.1491,0.0119,0.003,0.0004,0.8899,0.194,0.1316,53301,0.063,0.1594,0.8845,0.0044,0.0683,0.0513,0.2306,3,2,10.75,Urban,3,1,3,3,3,91.08510993
12055,0.1426,0.5048,0.3526,0.6513,0.088,0.2114,0.0154,0.0011,0.0004,0.8591,0.1878,0.1589,46895,0.0735,0.1596,0.8105,0.0675,0.0528,0.0198,0.2008,1,2,8.09,Urban,3,1,4,3,3,73.14132089
12057,0.1857,0.672,0.1423,0.4701,0.155,0.2959,0.0412,0.0015,0.0006,0.8918,0.3553,0.1403,64164,0.0503,0.093,0.9097,0.0093,0.0606,0.0404,0.1882,23,12,10.2,Urban,2,1,2,2,2,84.53576985
12059,0.1633,0.6377,0.199,0.8601,0.0701,0.0315,0.0064,0.0099,0.0038,0.8048,0.0954,0.1882,41809,0.0479,0.1823,0.7717,0.0139,0.0977,0.021,0.1429,0,0,10.22,Rural,5,3,4,5,4,35.6742432
12061,0.1292,0.5411,0.3297,0.7393,0.0821,0.129,0.0144,0.0008,0.0007,0.9113,0.3201,0.1067,61594,0.0598,0.1065,0.8544,0.0229,0.0815,0.0405,0.1978,2,4,18.58,Urban,2,2,3,1,2,60.75872457
12063,0.1539,0.6496,0.1965,0.6499,0.2666,0.051,0.0028,0.0042,0.001,0.8335,0.1321,0.1805,43416,0.0514,0.1661,0.7779,0.0186,0.0592,0.0519,0.2217,3,2,6.16,Rural,4,3,4,4,4,33.28687041
12065,0.1413,0.628,0.2308,0.6008,0.328,0.044,0.0044,0.0022,0,0.8381,0.2153,0.1713,53080,0.0621,0.1225,0.7612,0.1076,0.0506,0.0041,0.2077,0,1,0,Urban,3,2,3,4,3,34.71017008
12067,0.1532,0.6849,0.1619,0.6707,0.1648,0.1449,0,0,0.0099,0.7362,0.0731,0.1496,56458,0.0588,0.1564,0.8029,0.1095,0.0223,0.0506,0.1697,0,0,0,Rural,5,5,2,5,5,35.95828839
12069,0.1589,0.5778,0.2634,0.6779,0.1003,0.1678,0.0204,0.0027,0.0013,0.9038,0.2525,0.1072,60013,0.0613,0.1174,0.8942,0.0203,0.096,0.0376,0.2162,6,12,9.76,Urban,3,1,2,2,2,75.45479511
12071,0.1453,0.5707,0.284,0.652,0.0777,0.2261,0.0165,0.0008,0.0004,0.8977,0.2901,0.1205,63235,0.0463,0.098,0.8913,0.0063,0.1172,0.0243,0.2008,18,6,13.22,Urban,3,1,2,2,2,119.7738521
12073,0.156,0.7077,0.1364,0.5554,0.3067,0.0674,0.0355,0.0006,0.0005,0.932,0.4705,0.1931,57359,0.0619,0.0946,0.8983,0.0013,0.0414,0.0124,0.1315,7,6,8.78,Urban,1,2,1,3,2,27.15103191
12075,0.1623,0.5932,0.2445,0.7851,0.0824,0.0892,0.0088,0.0018,0,0.8756,0.1511,0.1804,43029,0.0516,0.1706,0.7406,0.0624,0.1256,0.0929,0.2157,1,1,12.59,Rural,4,2,4,3,3,70.76806945
12077,0.1237,0.7371,0.1392,0.7387,0.147,0.0666,0.0013,0.0168,0,0.77,0.1346,0.2049,42438,0.077,0.2079,0.7143,0.0717,0.0452,0.1568,0.095,0,0,0,Rural,5,3,4,5,4,37.56103668
12079,0.1547,0.6382,0.2071,0.5376,0.3625,0.0618,0.0067,0.0006,0.0002,0.8047,0.1309,0.2539,39503,0.0392,0.1198,0.6493,0.05,0.022,0.1044,0.1772,0,2,10.78,Rural,4,4,4,3,4,38.77901501
12081,0.1492,0.576,0.2748,0.7018,0.0812,0.1674,0.0215,0.0015,0.0004,0.9026,0.3221,0.1036,64964,0.0548,0.0989,0.8858,0.0292,0.0857,0.0669,0.2189,3,4,6.79,Urban,2,1,3,2,2,97.76508014
12083,0.1558,0.5595,0.2847,0.6886,0.1225,0.1435,0.0152,0.0023,0.0003,0.8838,0.2145,0.1462,50808,0.0685,0.124,0.8653,0.0172,0.0752,0.0853,0.2357,11,4,10.87,Urban,3,1,4,3,3,129.8694286
12085,0.1335,0.5562,0.3103,0.7721,0.0529,0.1411,0.0149,0.0008,0.0001,0.921,0.3424,0.1047,69769,0.0457,0.0965,0.8893,0.0084,0.0854,0.0486,0.1958,10,6,14.32,Urban,2,2,2,1,1,66.9517379
12086,0.1697,0.6685,0.1618,0.1326,0.1516,0.6851,0.0147,0.0007,0.0002,0.8249,0.3175,0.1568,57815,0.0511,0.0665,0.8258,0.0081,0.0442,0.0361,0.2505,49,39,7.24,Urban,2,2,1,2,2,35.50036746
12087,0.1307,0.6438,0.2255,0.6478,0.0632,0.2512,0.0111,0.0003,0.0015,0.9207,0.3569,0.1097,73153,0.0371,0.0724,0.864,0.0037,0.0758,0.0078,0.1802,4,6,10.37,Rural,2,3,1,1,1,97.27153349
12089,0.1631,0.6142,0.2227,0.8565,0.0551,0.0478,0.0093,0.0035,0.0001,0.915,0.3179,0.0963,77504,0.0477,0.1468,0.9207,0.0149,0.0571,0.0624,0.184,1,3,6.48,Urban,2,1,2,3,2,97.18392623
12091,0.1891,0.653,0.1579,0.7202,0.0936,0.098,0.0324,0.001,0.0012,0.9288,0.3322,0.1098,67390,0.0386,0.1346,0.8858,0.0007,0.0504,0.0329,0.172,4,5,7.15,Urban,2,2,2,3,2,90.80915739
12093,0.1749,0.6287,0.1964,0.6184,0.0812,0.2636,0.0089,0.0037,0.001,0.8062,0.1663,0.1977,47020,0.0503,0.1341,0.7291,0.0861,0.0735,0.0353,0.1972,1,3,20.29,Rural,5,3,5,3,4,73.01843086
12095,0.1833,0.6966,0.1201,0.3824,0.1953,0.3259,0.0512,0.001,0.0009,0.8947,0.357,0.139,65784,0.0568,0.0909,0.9076,0.0034,0.0523,0.0411,0.1805,24,18,8.2,Urban,2,2,1,2,2,77.16591167
12097,0.2008,0.6695,0.1297,0.2967,0.0919,0.5545,0.0261,0.0013,0.0005,0.8661,0.2431,0.1351,58513,0.0599,0.1155,0.8877,0.0031,0.0654,0.0174,0.2107,11,11,8.33,Urban,3,1,1,4,2,80.98209191
12099,0.158,0.6043,0.2377,0.5252,0.1817,0.2313,0.0277,0.0007,0.0002,0.8907,0.3798,0.116,68874,0.0611,0.0812,0.8813,0.0115,0.0613,0.0328,0.1847,77,22,18.16,Urban,2,2,2,1,1,109.4358551
12101,0.1685,0.6104,0.2211,0.7187,0.0553,0.1669,0.027,0.0021,0.0005,0.9043,0.2608,0.1218,58084,0.0544,0.1311,0.8644,0.0063,0.0842,0.0301,0.2278,10,3,8.81,Urban,3,1,2,3,2,66.35266988
12103,0.1327,0.6192,0.2481,0.7285,0.1005,0.1018,0.0345,0.0016,0.0008,0.9215,0.3411,0.1154,60451,0.0497,0.1109,0.8671,0.0004,0.0551,0.0757,0.1715,29,23,12.56,Urban,2,2,2,2,2,71.39956722
12105,0.1837,0.6176,0.1986,0.56,0.145,0.2488,0.0166,0.0019,0.0004,0.8636,0.2101,0.1457,55099,0.0493,0.1211,0.8034,0.0147,0.0579,0.0767,0.2661,12,5,5.02,Urban,4,1,2,4,3,55.10777567
12107,0.18,0.5911,0.2289,0.7067,0.1577,0.1033,0.0055,0.0034,0.0003,0.8186,0.1275,0.237,39975,0.0901,0.1604,0.7842,0.0268,0.0662,0.1003,0.2195,1,0,9.68,Rural,4,3,5,4,4,69.72261337
12109,0.1779,0.6211,0.201,0.8093,0.0513,0.0763,0.03,0.0011,0.0007,0.947,0.4598,0.0765,88794,0.0468,0.0829,0.9077,0.0058,0.0628,0.0496,0.1977,6,4,11.91,Urban,1,1,1,1,1,44.40697867
12111,0.1637,0.5966,0.2397,0.548,0.1962,0.2002,0.0199,0.0017,0.0004,0.8822,0.2421,0.1182,59807,0.0567,0.1162,0.8981,0.0094,0.0708,0.0492,0.2161,18,12,13.65,Urban,3,1,2,3,2,65.31135339
12113,0.1814,0.659,0.1596,0.8108,0.0567,0.0597,0.0183,0.0024,0.0016,0.9228,0.2915,0.0884,77260,0.0493,0.127,0.912,0.0076,0.0798,0.0263,0.2136,2,1,8.54,Urban,3,1,2,3,2,68.89256557
12115,0.1156,0.5194,0.365,0.82,0.0416,0.0968,0.0175,0.0015,0.0003,0.9368,0.3732,0.0814,69490,0.0358,0.0925,0.8864,0.0021,0.0854,0.0487,0.176,12,4,9.04,Urban,2,1,2,1,1,90.13919168
12117,0.1724,0.6718,0.1558,0.5816,0.1111,0.2248,0.0475,0.0008,0.0004,0.9418,0.4194,0.0947,73002,0.0447,0.079,0.9241,0.0012,0.1066,0.0387,0.1987,13,6,5.87,Urban,2,1,1,2,1,78.09457788
12119,0.0606,0.3632,0.5763,0.8444,0.069,0.0598,0.0098,0.0021,0,0.9222,0.3285,0.0966,63323,0.0553,0.1198,0.8737,0.0168,0.1121,0.0391,0.1919,1,1,7.04,Urban,3,3,4,2,3,47.90513213
12121,0.1673,0.6298,0.2029,0.7484,0.1159,0.0998,0.0037,0.0004,0,0.8291,0.1597,0.1519,47218,0.053,0.1959,0.8091,0.0617,0.0499,0.1642,0.2205,1,2,4.58,Rural,4,2,4,4,4,34.47166429
12123,0.1651,0.6431,0.1918,0.7075,0.2214,0.043,0.001,0.0001,0.0027,0.822,0.1193,0.1824,43563,0.062,0.2351,0.767,0.0423,0.0489,0.2329,0.1757,2,1,8.86,Rural,5,4,4,4,4,36.76132708
12125,0.1626,0.6829,0.1545,0.6904,0.1809,0.0587,0.0016,0.0071,0,0.7732,0.1098,0.1704,55463,0.0336,0.1699,0.811,0.0208,0.0631,0.0269,0.1686,1,1,6.6,Rural,5,5,4,4,5,74.34483613
12127,0.1468,0.6098,0.2435,0.6992,0.1047,0.1509,0.0178,0.0015,0.0002,0.9113,0.2542,0.129,56786,0.042,0.1394,0.8536,0.0082,0.0681,0.0612,0.1947,19,12,13.7,Urban,3,1,3,3,2,146.6882174
12129,0.1669,0.6824,0.1507,0.7862,0.1344,0.0403,0.0052,0.003,0,0.8818,0.1998,0.0618,72941,0.0327,0.1154,0.8809,0.0109,0.0779,0.0873,0.1732,1,1,0,Urban,4,1,2,4,2,39.22278542
12131,0.1733,0.6316,0.1951,0.8344,0.042,0.0645,0.0085,0.0037,0,0.9122,0.3249,0.1278,68111,0.0462,0.1406,0.888,0.002,0.0905,0.014,0.2145,0,0,9.75,Urban,2,2,2,1,1,80.32019168
12133,0.1606,0.6666,0.1728,0.7659,0.1475,0.0393,0.0081,0.0116,0,0.8357,0.1247,0.2233,41806,0.0565,0.1712,0.823,0.0195,0.06,0.0426,0.1701,0,1,8.12,Rural,4,4,4,4,4,48.18116117
